1472003|-2.3709429003652858e-08 0.0883883423266819 -6.105489560204656e-08 1.8090428817349584e-08 -4.7769681682731734e-08 -9.192532506970492e-08 3.0983130269442167e-07 -2.4358570429150975e-08 1.9597592941774507e-07 -2.769155681207603e-07 7.401037837010948e-08 -1.2844438608279104e-07 4.085350119200442e-07 -2.3018344177673758e-07 4.0219687959376656e-08
1472007|-7.291779022358843e-12 -7.186793573248146e-11 9.92032778877948e-11 1.580178681522141e-11 1.4377206181388266e-10 8.567198500655397e-10 -3.0941280587046835e-09 4.844287854058373e-10 -2.4056857797626185e-10 9.311081562987096e-09 3.752095955748992e-09 -2.394488261114816e-10 -1.5898380296728056e-08 -2.7795192845997115e-09 -3.0804719309739695e-09
1472689|-5.745257342114439e-13 -9.026112408544689e-13 -5.604079820380965e-13 4.358001344801067e-12 2.692058631632546e-11 -7.944209799169892e-13 -1.5656426317411802e-11 2.0057703611290438e-10 1.959812038088795e-11 1.3264321946129898e-10 -2.944685930226086e-11 -6.776775053476354e-11 1.2611466708072405e-11 2.658431048022321e-10 -2.9858638381012077e-10
1472695|7.546870409205746e-08 1.8059778378837371e-06 -4.552675585877485e-06 -4.133799295844359e-07 2.198925619909534e-05 -2.5521445609290764e-05 0.0006016030169876428 -0.0003335948439851115 0.0014717802339397142 0.13722610712170535 -0.002074020215112814 0.0019341857673253195 -0.0009849101883517995 0.0005150451401202 -0.0002808692695787997
1472699|4.115364192259017e-10 -2.704823138522171e-09 1.9000198862141812e-09 -8.183833416322264e-09 1.510285889235439e-08 -1.4983135668531142e-08 -9.763911783965597e-09 -5.6807887493884763e-08 -1.777409210687964e-07 2.567281419621852e-07 2.537941784847159e-08 -1.2474363700895696e-08 1.1303083227112049e-07 -4.091215980448487e-08 -4.4913175935779315e-07
1472725|7.546870399277399e-08 1.8059778380451124e-06 -4.5526755855673e-06 -4.13379928931216e-07 2.1989256198786726e-05 -2.5521445609051115e-05 0.0006016030169879003 -0.000333594843984688 0.0014717802339396953 0.13722610712170577 -0.002074020215112615 0.0019341857673255327 -0.0009849101883517071 0.0005150451401202183 -0.00028086926957900625
1472774|4.014598011444375e-06 -1.0658663979412312e-05 5.179077582337415e-05 3.73635380599726e-05 -0.000321438898539525 0.00014610489779364353 -0.002142782477157791 0.0011633129739464499 -0.0019058407745343902 0.0018061856136345278 -0.0026237381291621563 0.005649475556800454 -0.005506788588604041 0.007257923365422466 -0.0049252151555800325
1472775|-3.3138624742591915e-09 1.898199421452987e-08 -1.0682479545836347e-08 -5.3902552250616574e-08 9.577147954465133e-08 -1.3722131189964772e-07 1.546858798935447e-06 1.21999263884316e-06 1.2787440745959742e-06 -2.21141491277285e-07 1.9853713960298178e-06 -8.077903269515722e-07 6.657291862206627e-07 -8.813321507180766e-07 1.5562928470254866e-06
1472779|5.360211197979644e-10 3.071660940257972e-10 -9.601018755893963e-11 -5.334318165237265e-09 -5.1372610405331504e-08 -4.5866379412913626e-08 9.124314046754686e-08 -3.206566995209435e-07 -2.055459234714233e-07 -1.0415504963486475e-07 -4.880186558678693e-07 -3.050590245990656e-07 4.175542417696072e-07 -3.35846281653462e-07 -3.012606866278199e-07
1472783|-2.2669059432371433e-09 9.070626781411103e-09 -1.0956290038779827e-08 -2.5655619889912173e-08 3.134185232111538e-08 -1.2971657669846572e-07 5.031973361523354e-07 -7.048816259041632e-08 3.938444355191695e-07 -1.009588423276424e-06 1.3014580060545184e-07 -6.699615960174798e-07 1.9681913644904266e-06 -1.418879487905793e-06 -1.8550617256391638e-07
1472938|0.0842151909214623 1.9912085038628753e-08 7.74482430796777e-09 1.1875497925745329e-08 -8.035462191506627e-08 -6.660360775897902e-09 8.917799071199326e-09 3.054203795437715e-08 -5.149028692710212e-08 -1.4341471935973849e-08 -4.428337338038291e-08 5.409400405759248e-08 1.1550360872199495e-08 -1.3240529460271563e-09 -7.804733439161223e-08
1473075|-1.9640833491250124e-09 -2.3194878736984026e-08 3.5896214330050777e-08 -2.4797231308441007e-08 6.518480935381234e-08 1.5790272005797895e-07 -8.146339615212039e-07 1.4883207848122144e-06 -1.2500744975697159e-06 2.318764635093351e-06 2.287190695802281e-07 -1.112191859624161e-09 -2.3402942820542283e-07 1.8271786327138286e-06 -2.626880382694515e-06
1473078|7.743069450232388e-06 7.5475567298035924e-06 5.570865947907878e-06 3.643252977054201e-06 -0.00039393626511979315 6.570661228030988e-05 -0.0007195729410291633 0.00015287616284640274 -0.0007170907729217699 -0.0005831146457796948 -0.0014421357874071473 8.739007199691856e-05 -6.807972054087132e-05 0.00014891182771979066 -0.0014353091380067157
