20051212160|0|0|0
20051212164|1|1|1
20051212185|1|1|2
20051212236|1|2|3
20051212245|2|3|2
20111212693|3|4|4
20011210011|4|5|5
20011210025|5|6|6
20011210174|4|5|7
20011210253|4|5|8
20011210289|4|7|9
20011210324|4|7|10
20011210344|4|7|3
20011210385|4|7|10
20021210624|6|8|11
20021211149|6|9|12
20021211167|6|9|12
20031211317|7|10|13
20031211434|7|10|13
20031211621|8|11|6
20031211656|7|12|14
20031221730|8|11|15
20041211935|9|13|2
20041211943|9|14|16
20031211483|7|15|17
20031211491|8|11|18
20031211683|7|12|14
20041211766|9|16|19
20041211959|9|13|2
20041211974|9|17|20
20041212002|9|13|16
20041212064|9|18|21
20061212330|10|19|22
20111212783|11|8|23
20111212826|11|8|24
20111212881|11|20|25
20111212988|11|15|15
20111213029|11|2|25
20111213052|11|20|25
20121213204|12|21|26
20131213269|13|22|27
20131213338|13|23|21
20021210669|6|8|28
20021210673|6|8|28
20021210858|6|5|7
20021210934|6|5|29
20021211185|6|9|28
20021211239|6|2|2
20031211551|7|15|15
20031211552|7|15|15
20051212240|1|2|2
20051212265|1|2|3
20061212375|10|24|30
20071212568|14|25|31
20071212610|14|25|32
20111212808|3|4|23
20111212906|11|2|15
20111212926|11|2|2
20111212967|11|15|15
20071212572|14|25|33
20121213203|12|2|2
20131213264|13|22|27
20131213313|13|23|2
20171213714|15|10|13
20171213772|16|26|14
20171213794|16|27|14
20181214006|17|28|34
20181214147|18|29|12
19050100217|2|30|35
19050400011|19|31|6
19050500059|2|30|35
19069100010|20|32|36
20151213547|21|33|37
20171213694|15|10|13
20171213738|15|10|38
20151213557|21|33|39
20171213804|15|12|14
20181213867|17|7|9
20181213887|17|15|15
20181213962|17|9|40
20181214095|17|9|40
20011210466|4|7|10
20011210479|4|7|41
20011210499|4|7|10
20011210505|4|7|10
20011210514|4|7|9
20011210517|4|7|10
20011210553|4|7|10
20011210558|4|2|2
20011210572|4|34|42
19140200089|3|35|43
19140200230|3|35|43
19160100002|22|36|6
19160200016|22|37|44
20031211392|8|38|13
20031211436|7|10|13
20031211503|7|12|45
20031211529|8|39|6
20031211582|7|15|15
20031211624|7|15|15
20031211647|7|15|15
20031211663|8|39|6
20181214249|17|7|10
20181214312|18|40|14
20181214422|17|23|46
21030140007|8|41|13
21030140008|8|41|6
21030140009|8|41|6
21030140012|8|41|13
21030140013|8|41|6
21030140014|8|41|6
20021210607|6|8|23
20021210663|6|8|23
20021210666|6|8|23
20021210698|6|8|47
20021210706|6|8|47
20021210717|6|8|23
20021210724|6|8|23
20021210747|23|42|6
19160200073|22|37|44
19170100072|24|43|48
19180200001|25|44|49
20031211701|7|12|14
20031221726|7|15|15
20041211760|9|16|19
20041211770|9|16|19
20041211796|9|16|19
20041211824|9|16|19
20041211929|26|2|16
20041211964|9|13|16
20041211982|9|13|2
20041212001|9|14|16
19010100232|5|45|50
19020100077|23|46|51
19020100345|23|46|51
19020100392|23|46|51
20021210764|6|8|28
20021210789|6|8|23
21010540012|5|47|6
20021210817|6|8|23
20021210894|6|5|7
19200100005|16|48|6
20041212048|9|18|21
20051212104|0|0|52
20051212130|0|0|52
20051212140|0|0|52
20051212203|1|2|2
20051212225|1|2|1
20061212276|10|49|53
20061212301|10|50|54
20061212318|10|50|54
19020300061|23|51|6
19030500008|8|52|55
19030500045|8|52|56
19030500225|8|52|56
20021210954|6|5|7
21020140001|23|46|41
20021210981|6|53|57
20021210985|6|53|57
20021210999|6|53|58
20021211003|6|53|57
20021211017|6|9|3
20021211030|6|9|12
20011210008|4|5|7
20011210019|4|5|7
20011210042|4|5|59
20011210102|4|5|7
20011210151|4|5|7
20011210221|4|5|7
20011210288|4|7|10
20011210369|4|7|9
20061212341|10|19|22
20061212345|10|19|22
20061212370|10|54|60
20061212507|10|55|38
20061212523|10|55|61
20071212604|14|25|62
20091212682|27|56|63
20111212700|11|8|23
19030500309|8|52|64
19040100087|9|57|65
19050100094|2|30|35
19050100114|2|30|35
19050100141|2|30|35
20021211038|6|2|2
20021211096|6|2|28
20021211099|6|9|12
20021211107|6|9|2
20021211156|23|58|66
20021211164|6|2|2
20021211177|6|2|67
20011210425|5|59|10
20011210500|4|7|2
20011210510|4|7|3
20011210538|4|2|2
20011210577|4|34|68
20021210587|6|8|23
20021210625|23|42|23
20021210647|6|8|28
20021210658|6|8|47
20021210693|6|8|23
20111212703|11|8|23
19030100193|8|41|69
20111212796|11|8|23
20011210318|4|7|9
20031211690|7|15|15
20111212873|11|20|25
20111212883|11|2|15
20051222270|1|2|3
20111212911|11|15|70
19050500109|19|60|6
19069100211|8|52|55
19071110556|28|61|6
20021211206|6|9|2
20021211209|23|58|2
20021211225|6|9|12
20021211232|23|62|40
20021211238|6|9|40
20021211243|6|9|12
20021211249|6|2|2
20021211253|6|9|12
20021211274|6|9|40
21020140028|23|46|6
20021210754|6|8|28
21030140001|8|41|6
20021210788|6|8|28
20021210874|6|5|29
20021210906|6|5|7
20021210920|6|5|71
20021210993|6|53|57
20111213027|11|15|72
20111213047|11|2|15
20111213109|11|20|25
20111223128|11|2|15
20121213225|12|2|2
20131213276|13|53|58
20131213312|13|23|73
20131223345|22|63|73
20141213380|29|64|48
19011110007|5|5|74
19011110022|5|65|6
19020100065|23|46|51
19020100265|23|46|51
