1472695|0|0|0
1472699|0|0|1
1472007|0|0|2
1472003|0|0|3
1473075|0|0|4
1473078|0|0|5
1473088|0|0|6
1472938|0|0|7
1473091|0|0|8
1472774|0|0|9
1472775|0|0|10
1472779|0|0|11
1472783|0|0|12
1472689|0|0|13
1472725|0|0|14
1473595|0|0|15
1473603|0|0|16
1473608|0|0|17
1473614|0|0|18
1473621|0|0|19
1473554|0|0|20
1474398|0|0|21
1474462|0|0|22
1474466|0|0|12
1474364|0|0|23
1474366|0|0|24
1474367|0|0|18
1474369|0|0|3
1474371|0|0|11
1474370|0|0|25
1474374|0|0|26
1474375|0|0|27
1474378|0|0|28
1474385|0|0|29
1474387|0|0|0
1474363|0|0|30
1474962|0|0|31
1474967|0|0|12
1474969|0|0|3
1474778|0|0|32
1474784|0|0|33
1474875|0|0|34
1502980|0|0|35
1494705|0|0|36
1476466|0|0|37
1476467|0|0|38
1510890|0|0|39
1476953|0|0|40
1476918|0|0|41
1476923|0|0|42
1510908|0|0|43
1478097|0|0|44
1478098|0|0|45
1478100|0|0|46
1478103|0|0|47
1478165|0|0|48
1478166|0|0|49
1478168|0|0|50
1478170|0|0|51
1478173|0|0|52
1479482|0|0|53
1479509|0|0|54
1479511|0|0|55
1479514|0|0|56
1479515|0|0|57
1479144|0|0|58
1478970|0|0|59
1478971|0|0|12
1510195|0|0|60
1510196|0|0|61
1510197|0|0|62
1510198|0|0|63
1510194|0|0|59
1510193|0|0|64
1479934|0|0|65
1479935|0|0|66
1479936|0|0|67
1479937|0|0|68
1479938|0|0|69
1479939|0|0|70
1479940|0|0|71
1479941|0|0|72
1479942|0|0|73
1479943|0|0|74
1479945|0|0|75
1479946|0|0|76
1479947|0|0|77
1479950|0|0|0
1479951|0|0|78
1479842|0|0|17
1481204|0|0|79
1481205|0|0|80
1481206|0|0|81
1481207|0|0|82
1481269|0|0|18
1481273|0|0|83
1481277|0|0|84
1481278|0|0|85
1481178|0|0|86
1511166|0|0|87
1511167|0|0|88
1511168|0|0|89
1481196|0|0|90
1480911|0|0|91
1481103|0|0|92
1480914|0|0|4
1480915|0|0|93
1480916|0|0|94
1481106|0|0|95
1480921|0|0|96
1482012|0|0|97
1482034|0|0|98
1481866|0|0|99
1481686|0|0|100
1481687|0|0|101
1481688|0|0|102
1481696|0|0|103
1481636|0|0|6
1481637|0|0|103
1481638|0|0|8
1481639|0|0|104
1482315|0|0|105
1482274|0|0|106
1482275|0|0|107
1482278|0|0|108
1482279|0|0|65
1482280|0|0|67
1507015|0|0|109
1489423|0|0|110
1489422|0|0|111
1483191|0|0|112
1483192|0|0|113
1483267|0|0|114
1483209|0|0|115
1483258|0|0|59
1482860|0|0|116
1482861|0|0|117
1482965|0|0|118
1483781|0|0|119
1484587|0|0|120
1483898|0|0|12
1483899|0|0|26
1483900|0|0|121
1483901|0|0|30
1483357|0|0|122
1483495|0|0|123
1483496|0|0|124
1483500|0|0|125
1483594|0|0|23
1483335|0|0|126
1510364|0|0|127
1510363|0|0|128
1483337|0|0|129
1510359|0|0|130
1483462|0|0|1
1483463|0|0|131
1483465|0|0|131
1483472|0|0|132
1489822|0|0|133
1484496|0|0|134
1484274|0|0|135
1508317|0|0|136
1484161|0|0|137
1483913|0|0|138
1483915|0|0|139
1484114|0|0|11
1484115|0|0|140
1484116|0|0|12
1484118|0|0|140
1484984|0|0|141
1484934|0|0|142
1484936|0|0|143
1485248|0|0|65
1485249|0|0|25
1485251|0|0|67
1485253|0|0|144
1485256|0|0|145
1484978|0|0|11
1485264|0|0|59
1485724|0|0|146
1485802|0|0|147
1485826|0|0|148
1485828|0|0|149
1485829|0|0|150
1485830|0|0|151
1485831|0|0|52
1485357|0|0|152
1510192|0|0|153
1510191|0|0|154
1510190|0|0|155
1510189|0|0|8
1510188|0|0|156
1510187|0|0|48
1486058|0|0|157
1485998|0|0|158
1485999|0|0|159
1486000|0|0|160
1486239|0|0|161
1486240|0|0|39
1486242|0|0|162
1486001|0|0|163
1486002|0|0|164
1486003|0|0|165
1486004|0|0|166
1486005|0|0|167
1486006|0|0|168
1486007|0|0|169
1486008|0|0|170
1486009|0|0|171
1486010|0|0|172
1486011|0|0|173
1486193|0|0|23
1486197|0|0|30
1486201|0|0|79
1486203|0|0|174
1503505|0|0|175
1510389|0|0|176
1487310|0|0|177
1487311|0|0|178
1487312|0|0|1
1487313|0|0|179
1487314|0|0|109
1487386|0|0|180
1487315|0|0|181
1487771|0|0|182
1487828|0|0|183
1510928|0|0|184
1487768|0|0|185
1487769|0|0|8
1487770|0|0|186
1488830|0|0|187
1498100|0|0|188
1498099|0|0|189
1489408|0|0|190
1489409|0|0|191
1489410|0|0|192
1489411|0|0|193
1489412|0|0|194
1489413|0|0|195
1489414|0|0|196
1489415|0|0|197
1489424|0|0|198
1489425|0|0|199
1489427|0|0|200
1489430|0|0|201
1489431|0|0|202
1489433|0|0|203
1510268|0|0|204
1489435|0|0|205
1489436|0|0|206
1489438|0|0|207
1489399|0|0|208
1489401|0|0|209
1489402|0|0|210
1489403|0|0|211
1489404|0|0|212
1489405|0|0|213
1489406|0|0|214
1489440|0|0|215
1489443|0|0|216
1489447|0|0|217
1489450|0|0|218
1489356|0|0|219
1489359|0|0|220
1489361|0|0|221
1489199|0|0|222
1489066|0|0|223
1489069|0|0|224
1489912|0|0|225
1489913|0|0|226
1489914|0|0|227
1489915|0|0|228
1489917|0|0|229
1489918|0|0|230
1489919|0|0|231
1489921|0|0|232
1490072|0|0|233
1490073|0|0|234
1490074|0|0|235
1490075|0|0|236
1490076|0|0|237
1489924|0|0|238
1494555|0|0|239
1494554|0|0|240
1489910|0|0|241
1490749|0|0|242
1491215|0|0|11
1491230|0|0|12
1491980|0|0|243
1491613|0|0|6
1491618|0|0|1
1491621|0|0|244
1491625|0|0|3
1491627|0|0|245
1491564|0|0|246
1492723|0|0|103
1492724|0|0|103
1492725|0|0|103
1492377|0|0|247
1492378|0|0|248
1493367|0|0|249
1511276|0|0|250
1493368|0|0|251
1511275|0|0|99
1493331|0|0|11
1493332|0|0|252
1495184|0|0|253
1493844|0|0|1
1493971|0|0|6
1493972|0|0|254
1509057|0|0|255
1510164|0|0|256
1493973|0|0|2
1493976|0|0|257
1493980|0|0|258
1493984|0|0|259
1494745|0|0|260
1494647|0|0|261
1494648|0|0|262
1494649|0|0|167
1494650|0|0|263
1494651|0|0|264
1494652|0|0|265
1494653|0|0|266
1494556|0|0|267
1494734|0|0|268
1494498|0|0|269
1494591|0|0|270
1494592|0|0|271
1494593|0|0|272
1494594|0|0|273
1494595|0|0|274
1494706|0|0|275
1507008|0|0|276
1494712|0|0|277
1494399|0|0|90
1494255|0|0|278
1494256|0|0|279
1494106|0|0|67
1495372|0|0|280
1495179|0|0|281
1495180|0|0|282
1495412|0|0|283
1495413|0|0|284
1495414|0|0|285
1495182|0|0|286
1495095|0|0|287
1494850|0|0|99
1494851|0|0|29
1494854|0|0|109
1495945|0|0|288
1495891|0|0|289
1495892|0|0|290
1495848|0|0|12
1496117|0|0|291
1496118|0|0|25
1496119|0|0|292
1495990|0|0|293
1495851|0|0|294
1495852|0|0|295
1496130|0|0|296
1496131|0|0|297
1496132|0|0|298
1496133|0|0|299
1496134|0|0|65
1496136|0|0|300
1496138|0|0|301
1496139|0|0|14
1495873|0|0|302
1495874|0|0|303
1495876|0|0|304
1495699|0|0|305
1495700|0|0|39
1495701|0|0|306
1506467|0|0|307
1495737|0|0|291
1495471|0|0|156
1495472|0|0|167
1495480|0|0|264
1495567|0|0|308
1496900|0|0|141
1496579|0|0|309
1496581|0|0|310
1496582|0|0|311
1496584|0|0|312
1496586|0|0|313
1496588|0|0|314
1496589|0|0|315
1496460|0|0|306
1496461|0|0|316
1496467|0|0|39
1496501|0|0|317
1496502|0|0|318
1496503|0|0|319
1496505|0|0|320
1496506|0|0|321
1497468|0|0|322
1497399|0|0|323
1504019|0|0|324
1497009|0|0|325
1497010|0|0|326
1497011|0|0|327
1497016|0|0|264
1497017|0|0|328
1497018|0|0|329
1497019|0|0|330
1497020|0|0|331
1497021|0|0|1
